,Date,ProductID,ProductName,Category,OriginalPrice,DiscountPrice,PromotionType,PromotionText,SalesVolume,Revenue,SalesOrganization,DistributionChannel,BusinessUnit,BusinessUnitType
395,09-08-2023,11001,HP Spectre,Laptops,76.66,13.27,Discount,Get 10% off,41,1884,South,In-store,BU211,DistributionCenter
396,16-04-2023,14001,MacBook Pro,Laptops,86.96,12.1,Bonus Buy,Get a free laptop bag,39,1351,South,Online,BU200,Retail Store
397,20-05-2023,14001,Lenovo ThinkPad,Laptops,74.49,14.41,Free Gift,Get 10% off,49,1570,East,Online,BU205,DistributionCenter
398,09-06-2023,12001,HP Spectre,Laptops,84.61,11.86,Free Gift,Get 10% off,45,2738,North,In-store,BU208,DistributionCenter
399,03-07-2022,13001,Lenovo ThinkPad,Laptops,73.59,11.29,Bonus Buy,Get 10% off,22,1853,West,In-store,BU202,Retail Store
400,05-01-2023,15001,Lenovo Tab,Tablets,86.63,12.27,Discount,Get 15% off,51,2626,West,In-store,BU204,Retail Store
401,16-12-2022,16001,iPad Pro,Tablets,68.16,13.8,Bonus Buy,Get 15% off on earbuds,14,1702,North,Catalog,BU208,DistributionCenter
402,04-04-2023,16001,Lenovo Tab,Tablets,72.98,14.95,Bonus Buy,Get 15% off on earbuds,44,2853,Central,Online,BU214,Retail Store
403,21-10-2022,16001,Microsoft Surface Pro,Tablets,79.69,11.56,Bonus Buy,Get 15% off,52,2358,North,Online,BU208,Retail Store
404,07-06-2022,15001,Samsung Galaxy Tab,Tablets,65.14,10.99,Bonus Buy,Get 15% off,25,1780,East,Online,BU215,DistributionCenter
405,04-10-2022,18001,Microsoft Surface Pro,Tablets,87.06,12.14,Bonus Buy,Free charger,29,2873,East,In-store,BU216,Retail Store
406,20-03-2022,18001,Samsung Galaxy Tab,Tablets,80.9,13.83,Bonus Buy,Free charger,22,2647,South,Online,BU207,Retail Store
407,10-12-2022,15001,iPad Pro,Tablets,85.31,10.46,Free Gift,Free charger,16,2464,West,In-store,BU208,DistributionCenter
408,01-09-2023,18001,Microsoft Surface Pro,Tablets,62.76,13,BOGOF,Free charger,54,1406,West,In-store,BU211,Retail Store
409,06-03-2022,17001,Samsung Galaxy Tab,Tablets,67.71,13.88,Free Gift,Free charger,27,1685,South,Catalog,BU218,Retail Store
410,20-03-2023,15001,Lenovo Tab,Tablets,82.4,11.33,Bonus Buy,Get 15% off on earbuds,60,2494,East,In-store,BU207,DistributionCenter
411,21-08-2023,17001,Samsung Galaxy Tab,Tablets,74.49,14.04,Discount,Get 15% off on earbuds,40,1222,Central,Catalog,BU206,Retail Store
412,07-03-2023,18001,Samsung Galaxy Tab,Tablets,73.85,14.87,Bonus Buy,Free charger,60,2501,South,Catalog,BU202,Retail Store
413,23-03-2023,15001,Lenovo Tab,Tablets,60.17,13.33,Bonus Buy,Get 15% off,60,2374,South,Online,BU201,DistributionCenter
414,27-07-2022,18001,Samsung Galaxy Tab,Tablets,62.01,13.24,BOGOF,Get 15% off,36,2317,Central,Catalog,BU202,DistributionCenter
415,01-11-2022,15001,Samsung Galaxy Tab,Tablets,85.7,14.04,Discount,Get 15% off on earbuds,38,1953,East,In-store,BU203,Retail Store
416,17-12-2023,18001,Samsung Galaxy Tab,Tablets,86.67,14.89,Bonus Buy,Get 15% off on earbuds,57,2347,South,Online,BU201,Retail Store
417,18-10-2023,16001,Samsung Galaxy Tab,Tablets,75.19,14.36,Discount,Free charger,53,2297,South,In-store,BU218,Retail Store
418,14-02-2023,17001,Samsung Galaxy Tab,Tablets,82.98,11.87,BOGOF,Get 15% off on earbuds,28,1561,Central,Online,BU216,Retail Store
419,17-09-2023,17001,Samsung Galaxy Tab,Tablets,64.74,11.03,Free Gift,Get 15% off on earbuds,59,2468,North,Catalog,BU206,DistributionCenter
420,28-07-2022,16001,Lenovo Tab,Tablets,71.25,14.5,Discount,Free charger,32,1452,Central,In-store,BU208,Retail Store
421,27-05-2023,17001,Samsung Galaxy Tab,Tablets,71.56,10.36,Bonus Buy,Get 15% off,19,1947,West,Catalog,BU210,Retail Store
422,24-06-2022,17001,Microsoft Surface Pro,Tablets,62.25,10.86,BOGOF,Get 15% off,53,1482,West,Online,BU218,DistributionCenter
423,12-10-2023,17001,Samsung Galaxy Tab,Tablets,65.29,10.09,Free Gift,Get 15% off,30,2112,North,In-store,BU218,DistributionCenter
424,27-12-2023,18001,Samsung Galaxy Tab,Tablets,67.26,12.7,Discount,Get 15% off,20,1676,North,Catalog,BU209,Retail Store
425,30-05-2022,15001,Microsoft Surface Pro,Tablets,82.58,11.56,BOGOF,Get 15% off on earbuds,21,2955,Central,Online,BU202,Retail Store
426,25-12-2023,16001,Lenovo Tab,Tablets,70.43,13.76,Discount,Get 15% off,18,2851,North,In-store,BU200,Retail Store
427,20-07-2023,15001,iPad Pro,Tablets,69.75,11.51,Free Gift,Get 15% off,37,2451,Central,Online,BU206,Retail Store
428,05-04-2023,16001,Lenovo Tab,Tablets,76.53,11.27,Bonus Buy,Get 15% off,21,2902,North,Online,BU210,Retail Store
429,24-10-2022,18001,Microsoft Surface Pro,Tablets,71.78,11.1,BOGOF,Get 15% off on earbuds,10,2602,North,Catalog,BU201,Retail Store
430,09-02-2023,16001,Lenovo Tab,Tablets,73.07,14.22,Discount,Get 15% off,43,1498,West,In-store,BU204,DistributionCenter
431,02-12-2022,17001,Samsung Galaxy Tab,Tablets,65.73,13.38,BOGOF,Get 15% off,10,2101,South,Catalog,BU208,DistributionCenter
432,05-11-2023,15001,Samsung Galaxy Tab,Tablets,78.63,10.25,Discount,Get 15% off,42,2272,North,Online,BU216,DistributionCenter
433,07-09-2023,15001,Microsoft Surface Pro,Tablets,77.58,10.51,BOGOF,Get 15% off on earbuds,53,1901,West,In-store,BU219,Retail Store
434,01-12-2023,18001,Lenovo Tab,Tablets,88.48,10.42,Bonus Buy,Get 15% off,34,2680,West,In-store,BU205,DistributionCenter
435,19-01-2023,15001,Samsung Galaxy Tab,Tablets,75.3,12.41,Bonus Buy,Free charger,11,1789,Central,Catalog,BU206,Retail Store
436,18-01-2023,18001,Lenovo Tab,Tablets,84.21,11.68,Free Gift,Get 15% off,34,2097,West,Catalog,BU212,Retail Store
437,26-04-2023,15001,iPad Pro,Tablets,76.89,11.26,Free Gift,Free charger,49,1941,South,Catalog,BU215,DistributionCenter
438,08-07-2023,15001,Samsung Galaxy Tab,Tablets,80.01,13.4,BOGOF,Free charger,33,1675,North,In-store,BU215,DistributionCenter
439,01-11-2023,18001,Lenovo Tab,Tablets,66.06,14.54,Bonus Buy,Get 15% off on earbuds,29,1268,West,Online,BU207,Retail Store
440,17-07-2022,18001,Microsoft Surface Pro,Tablets,76.97,13.23,Bonus Buy,Get 15% off,25,1505,South,In-store,BU202,Retail Store
441,10-02-2023,18001,Microsoft Surface Pro,Tablets,64.76,12.01,Bonus Buy,Get 15% off,29,2918,Central,Online,BU208,Retail Store
442,24-12-2023,15001,iPad Pro,Tablets,71.23,11.56,BOGOF,Free charger,40,1328,Central,Online,BU219,DistributionCenter
443,08-12-2023,16001,Samsung Galaxy Tab,Tablets,73.24,11.99,Free Gift,Get 15% off on earbuds,46,1489,East,In-store,BU200,Retail Store
444,22-09-2023,18001,iPad Pro,Tablets,63.8,11.46,Free Gift,Free charger,51,1789,West,Catalog,BU207,Retail Store
445,28-02-2023,16001,Microsoft Surface Pro,Tablets,77.41,13.44,BOGOF,Free charger,41,1900,East,In-store,BU214,Retail Store
446,19-11-2023,18001,Microsoft Surface Pro,Tablets,88.4,14.47,BOGOF,Get 15% off on earbuds,12,2079,East,In-store,BU215,DistributionCenter
447,03-02-2023,18001,Lenovo Tab,Tablets,88.72,14.08,Bonus Buy,Free charger,52,1396,South,Online,BU204,Retail Store
448,03-04-2023,15001,Samsung Galaxy Tab,Tablets,71.32,11.51,Free Gift,Get 15% off,45,1994,West,Online,BU202,DistributionCenter
449,22-09-2023,18001,Lenovo Tab,Tablets,61.49,11.4,BOGOF,Free charger,52,2680,North,Online,BU211,DistributionCenter
450,31-12-2022,16001,iPad Pro,Tablets,79.86,11.16,BOGOF,Get 15% off,60,1886,East,In-store,BU213,DistributionCenter
451,22-10-2023,17001,Lenovo Tab,Tablets,77.3,11.68,Discount,Get 15% off,10,1716,Central,In-store,BU204,DistributionCenter
452,18-04-2022,18001,Samsung Galaxy Tab,Tablets,83.23,11.61,BOGOF,Free charger,33,1563,West,In-store,BU203,Retail Store
453,17-01-2022,15001,Microsoft Surface Pro,Tablets,65.96,11.01,Free Gift,Get 15% off,42,2064,West,In-store,BU217,Retail Store
454,20-07-2023,16001,iPad Pro,Tablets,67.54,12.71,Free Gift,Get 15% off on earbuds,58,1692,West,Catalog,BU204,DistributionCenter
455,14-04-2023,17001,Samsung Galaxy Tab,Tablets,62.5,13.27,Bonus Buy,Get 15% off on earbuds,13,1304,North,In-store,BU216,Retail Store
456,07-02-2023,18001,Lenovo Tab,Tablets,65.1,14.13,Bonus Buy,Get 15% off,34,2976,North,In-store,BU217,Retail Store
457,16-08-2022,16001,Lenovo Tab,Tablets,61.4,11.35,BOGOF,Free charger,11,2771,South,Online,BU204,Retail Store
458,12-02-2022,15001,Lenovo Tab,Tablets,60.2,13.51,Free Gift,Get 15% off on earbuds,36,2027,Central,In-store,BU202,DistributionCenter
459,05-06-2023,17001,Microsoft Surface Pro,Tablets,80.48,13.67,Free Gift,Free charger,37,2820,Central,Online,BU217,Retail Store
460,03-05-2023,15001,Microsoft Surface Pro,Tablets,87.3,13.09,Discount,Get 15% off on earbuds,41,2064,East,Online,BU214,Retail Store
461,20-01-2022,16001,Lenovo Tab,Tablets,79.64,12.25,BOGOF,Get 15% off on earbuds,57,2716,West,In-store,BU210,Retail Store
462,20-09-2023,15001,Microsoft Surface Pro,Tablets,83.6,12.36,Free Gift,Get 15% off,49,2107,East,Online,BU205,Retail Store
463,09-07-2023,15001,Samsung Galaxy Tab,Tablets,73.52,10.98,Bonus Buy,Get 15% off on earbuds,21,1354,West,Online,BU212,Retail Store
464,15-02-2022,16001,Samsung Galaxy Tab,Tablets,67.04,10.83,Free Gift,Get 15% off,32,2550,West,In-store,BU200,Retail Store
465,04-04-2022,15001,Lenovo Tab,Tablets,73.09,10.38,BOGOF,Free charger,36,2326,South,In-store,BU213,Retail Store
466,21-04-2022,16001,Samsung Galaxy Tab,Tablets,77.42,14.3,Free Gift,Get 15% off,54,1366,North,In-store,BU207,DistributionCenter
467,26-07-2023,15001,Lenovo Tab,Tablets,68.84,11.24,Free Gift,Free charger,23,2479,South,In-store,BU205,Retail Store
468,26-10-2023,15001,iPad Pro,Tablets,74.23,10.46,Bonus Buy,Free charger,50,2750,South,Catalog,BU207,DistributionCenter
469,21-04-2022,18001,Samsung Galaxy Tab,Tablets,81.72,11.1,Discount,Free charger,53,1763,West,Catalog,BU209,DistributionCenter
470,16-12-2022,18001,iPad Pro,Tablets,89.69,13.16,BOGOF,Get 15% off on earbuds,14,1904,East,In-store,BU207,Retail Store
471,17-11-2023,18001,Lenovo Tab,Tablets,87.22,11.43,BOGOF,Free charger,34,1620,South,In-store,BU213,Retail Store
472,26-04-2023,16001,Lenovo Tab,Tablets,60.18,13.77,Bonus Buy,Free charger,23,1915,West,In-store,BU204,Retail Store
473,05-12-2022,17001,Microsoft Surface Pro,Tablets,64.75,12.86,Discount,Get 15% off on earbuds,51,2337,Central,Online,BU209,Retail Store
474,02-09-2022,16001,Lenovo Tab,Tablets,67.82,11.31,Bonus Buy,Free charger,50,2708,North,In-store,BU214,Retail Store
475,25-03-2023,17001,Lenovo Tab,Tablets,89.37,11.65,Bonus Buy,Get 15% off,42,1971,North,Catalog,BU206,DistributionCenter
476,25-05-2022,17001,Samsung Galaxy Tab,Tablets,72.2,14.07,BOGOF,Get 15% off on earbuds,13,2471,West,Online,BU210,DistributionCenter
477,06-07-2022,17001,Microsoft Surface Pro,Tablets,83.34,12.7,Discount,Get 15% off on earbuds,55,1388,West,In-store,BU215,DistributionCenter
478,05-12-2022,17001,iPad Pro,Tablets,70.53,12.51,BOGOF,Get 15% off,15,2223,West,Online,BU202,DistributionCenter
479,24-07-2023,15001,Lenovo Tab,Tablets,63.23,13.31,BOGOF,Free charger,40,2814,South,In-store,BU214,Retail Store
480,01-06-2022,18001,Lenovo Tab,Tablets,71.37,11,BOGOF,Get 15% off on earbuds,34,2059,South,Catalog,BU219,Retail Store
481,01-10-2022,18001,iPad Pro,Tablets,64.52,12.28,Bonus Buy,Free charger,54,2385,North,Catalog,BU208,Retail Store
482,10-08-2023,16001,iPad Pro,Tablets,66.06,10.46,Bonus Buy,Get 15% off on earbuds,50,1258,South,Catalog,BU206,Retail Store
483,18-01-2023,18001,Lenovo Tab,Tablets,66.63,14.58,Free Gift,Get 15% off on earbuds,16,1386,South,In-store,BU210,Retail Store
484,02-05-2022,16001,Microsoft Surface Pro,Tablets,70.69,13.17,BOGOF,Free charger,18,2572,West,In-store,BU205,Retail Store
485,07-02-2022,18001,Lenovo Tab,Tablets,77.69,12.9,Discount,Free charger,12,1843,North,Online,BU208,DistributionCenter
486,20-01-2023,18001,Samsung Galaxy Tab,Tablets,76.36,10.27,Free Gift,Get 15% off on earbuds,15,2727,West,Catalog,BU219,DistributionCenter
487,18-11-2023,16001,Samsung Galaxy Tab,Tablets,75.81,12.12,Free Gift,Get 15% off,32,2979,Central,Catalog,BU205,Retail Store
488,21-01-2023,17001,Samsung Galaxy Tab,Tablets,74.04,15,Free Gift,Free charger,44,1568,North,Catalog,BU202,Retail Store
489,14-12-2023,15001,Microsoft Surface Pro,Tablets,76.77,11.92,Discount,Get 15% off on earbuds,30,1302,Central,Online,BU208,Retail Store
490,18-09-2023,16001,Samsung Galaxy Tab,Tablets,83.05,13.04,Discount,Get 15% off,53,1790,South,In-store,BU205,DistributionCenter
491,21-12-2022,18001,iPad Pro,Tablets,79.24,13.57,BOGOF,Free charger,23,2586,West,Catalog,BU206,Retail Store
492,14-05-2022,16001,Samsung Galaxy Tab,Tablets,61.68,10.32,Bonus Buy,Free charger,38,1579,East,Catalog,BU208,DistributionCenter
493,26-06-2022,18001,Lenovo Tab,Tablets,74.35,14.48,Bonus Buy,Get 15% off,55,2065,East,Online,BU214,DistributionCenter
494,11-06-2023,15001,iPad Pro,Tablets,87.77,12.52,BOGOF,Free charger,15,1985,North,Catalog,BU200,Retail Store
495,20-11-2022,17001,iPad Pro,Tablets,89.93,14.61,Free Gift,Get 15% off,58,1364,North,In-store,BU200,Retail Store
496,13-11-2023,15001,iPad Pro,Tablets,87.5,12.71,Discount,Get 15% off,54,2461,North,Online,BU214,Retail Store
497,07-06-2023,15001,Lenovo Tab,Tablets,87.47,12.03,Discount,Get 15% off,55,2490,Central,Online,BU202,DistributionCenter
498,11-05-2023,15001,Samsung Galaxy Tab,Tablets,72.06,13.97,BOGOF,Get 15% off on earbuds,59,1541,Central,Catalog,BU209,Retail Store
499,16-05-2023,18001,Samsung Galaxy Tab,Tablets,64.63,14.76,Free Gift,Get 15% off on earbuds,19,2616,Central,Online,BU208,DistributionCenter
500,26-09-2023,20001,Fitbit Versa,Smart Watches,15.97,5.26,Bonus Buy,Free subscription,32,1721,North,Online,BU203,DistributionCenter
501,18-02-2023,20001,Samsung Galaxy Watch,Smart Watches,20.35,8.7,Free Gift,Free subscription,19,2493,North,Catalog,BU215,Retail Store
502,24-11-2022,21001,Apple Watch,Smart Watches,14.45,7.74,BOGOF,Get 5% off on earbuds,44,1998,South,Online,BU219,Retail Store
503,03-03-2023,19001,Fitbit Versa,Smart Watches,19.36,9.61,Bonus Buy,Get 5% off on earbuds,33,2671,West,Online,BU211,DistributionCenter
504,08-05-2023,19001,Apple Watch,Smart Watches,13.62,7.28,Free Gift,Get 5% off,28,1340,South,Online,BU201,DistributionCenter
505,07-10-2023,20001,Fitbit Versa,Smart Watches,15.83,6.22,BOGOF,Get 5% off on earbuds,57,2720,South,Catalog,BU208,DistributionCenter
506,29-09-2023,19001,Samsung Galaxy Watch,Smart Watches,15.3,7.16,Free Gift,Get 5% off,11,2473,South,Online,BU213,DistributionCenter
507,09-02-2022,19001,Fitbit Versa,Smart Watches,18.8,7.67,Free Gift,Free subscription,58,2017,South,Online,BU219,Retail Store
508,09-05-2023,21001,Fitbit Versa,Smart Watches,24.18,8.73,BOGOF,Free subscription,50,2214,Central,In-store,BU219,Retail Store
509,08-03-2023,19001,Samsung Galaxy Watch,Smart Watches,16.5,5.94,Free Gift,Get 5% off,31,2887,South,Online,BU209,DistributionCenter
510,01-02-2022,21001,Samsung Galaxy Watch,Smart Watches,17.1,9.4,BOGOF,Get 5% off,16,2953,East,Online,BU218,Retail Store
511,03-06-2022,19001,Fitbit Versa,Smart Watches,22.82,9.1,Bonus Buy,Free subscription,13,1498,East,Online,BU204,Retail Store
512,13-01-2022,20001,Apple Watch,Smart Watches,19.01,6.91,Free Gift,Free subscription,43,2435,South,In-store,BU210,DistributionCenter
513,10-11-2023,21001,Apple Watch,Smart Watches,16.79,9.6,Bonus Buy,Free subscription,20,1814,North,In-store,BU216,Retail Store
514,21-02-2022,21001,Apple Watch,Smart Watches,21.04,7.43,Free Gift,Get 5% off on earbuds,26,2031,Central,In-store,BU200,Retail Store
515,20-01-2022,20001,Fitbit Versa,Smart Watches,13.59,6.04,Discount,Free subscription,57,2272,Central,In-store,BU203,DistributionCenter
516,04-12-2023,22001,Fitbit Versa,Smart Watches,13.55,7.35,Bonus Buy,Get 5% off on earbuds,52,1877,North,Catalog,BU213,DistributionCenter
517,18-04-2023,19001,Apple Watch,Smart Watches,22.11,9.04,Discount,Get 5% off on earbuds,33,1938,North,Online,BU206,Retail Store
518,04-05-2023,20001,Samsung Galaxy Watch,Smart Watches,14.84,8.65,Bonus Buy,Get 5% off on earbuds,33,1901,South,Online,BU211,Retail Store
519,23-10-2023,20001,Samsung Galaxy Watch,Smart Watches,16.74,5.13,BOGOF,Free subscription,22,1771,East,Online,BU206,Retail Store
520,22-09-2023,19001,Apple Watch,Smart Watches,21.53,7.74,Free Gift,Get 5% off,55,2361,North,In-store,BU210,Retail Store
521,20-01-2022,22001,Apple Watch,Smart Watches,18.78,5.74,Discount,Free subscription,42,1779,Central,Catalog,BU207,DistributionCenter
522,05-04-2023,19001,Fitbit Versa,Smart Watches,10.82,8.2,Bonus Buy,Get 5% off on earbuds,59,2927,North,In-store,BU210,Retail Store
523,15-10-2023,22001,Fitbit Versa,Smart Watches,15.38,9.57,Discount,Get 5% off,51,2691,East,Online,BU212,DistributionCenter
524,05-12-2023,21001,Apple Watch,Smart Watches,22.25,5.08,BOGOF,Get 5% off on earbuds,29,2587,North,Catalog,BU213,Retail Store
525,16-10-2022,19001,Apple Watch,Smart Watches,15.6,8.75,Bonus Buy,Get 5% off,18,2375,South,Catalog,BU214,DistributionCenter
526,31-12-2023,20001,Fitbit Versa,Smart Watches,12.68,9.17,Bonus Buy,Get 5% off on earbuds,41,2783,East,Online,BU215,Retail Store
527,27-02-2022,22001,Fitbit Versa,Smart Watches,15.26,7.44,Free Gift,Get 5% off on earbuds,38,1909,East,In-store,BU211,Retail Store
528,22-09-2023,22001,Samsung Galaxy Watch,Smart Watches,10.95,6.6,BOGOF,Free subscription,46,2498,Central,In-store,BU219,Retail Store
529,14-09-2023,20001,Samsung Galaxy Watch,Smart Watches,15.28,8.44,Free Gift,Get 5% off on earbuds,16,1936,South,In-store,BU202,Retail Store
530,25-01-2022,20001,Apple Watch,Smart Watches,16.69,8.93,Bonus Buy,Get 5% off,15,2979,North,Online,BU202,Retail Store
531,12-11-2022,21001,Apple Watch,Smart Watches,17.75,7.01,Free Gift,Free subscription,24,2993,South,Online,BU202,Retail Store
532,29-09-2023,19001,Apple Watch,Smart Watches,19.61,8.36,Discount,Free subscription,50,2063,North,Online,BU219,Retail Store
533,02-05-2022,19001,Apple Watch,Smart Watches,24.85,8.97,BOGOF,Free subscription,55,2428,East,In-store,BU213,DistributionCenter
534,12-08-2023,20001,Apple Watch,Smart Watches,14.41,7.94,Discount,Get 5% off on earbuds,24,2576,South,Catalog,BU215,Retail Store
535,27-08-2023,20001,Samsung Galaxy Watch,Smart Watches,10.41,7.25,Free Gift,Free subscription,34,1302,West,Online,BU215,Retail Store
536,17-06-2023,22001,Samsung Galaxy Watch,Smart Watches,15.14,7.31,BOGOF,Get 5% off,23,1489,South,In-store,BU204,Retail Store
537,17-04-2023,22001,Samsung Galaxy Watch,Smart Watches,21.97,5.06,Free Gift,Free subscription,27,1722,West,In-store,BU207,DistributionCenter
538,21-05-2023,19001,Apple Watch,Smart Watches,16.97,9.47,BOGOF,Free subscription,48,2106,South,Online,BU215,DistributionCenter
539,14-06-2023,20001,Fitbit Versa,Smart Watches,22.3,5.67,Free Gift,Get 5% off,24,2306,West,Catalog,BU212,Retail Store
540,21-10-2023,20001,Samsung Galaxy Watch,Smart Watches,18.68,6.22,Bonus Buy,Get 5% off on earbuds,30,2070,East,Online,BU200,Retail Store
541,04-12-2022,21001,Apple Watch,Smart Watches,24.33,9.68,Bonus Buy,Get 5% off,51,1400,Central,In-store,BU211,Retail Store
542,09-02-2022,21001,Samsung Galaxy Watch,Smart Watches,23.54,9.7,Discount,Get 5% off on earbuds,52,1627,West,Catalog,BU213,Retail Store
543,15-06-2023,19001,Fitbit Versa,Smart Watches,15.09,7.26,Bonus Buy,Get 5% off on earbuds,13,1344,South,Online,BU213,DistributionCenter
544,13-01-2023,21001,Fitbit Versa,Smart Watches,24.51,8.01,Bonus Buy,Get 5% off on earbuds,49,2385,East,Catalog,BU208,Retail Store
545,15-05-2022,21001,Fitbit Versa,Smart Watches,23.13,9.92,Bonus Buy,Free subscription,39,1871,East,Online,BU212,Retail Store
546,04-10-2023,19001,Samsung Galaxy Watch,Smart Watches,16.22,5.16,Bonus Buy,Get 5% off on earbuds,16,2317,North,Online,BU206,Retail Store
547,16-09-2022,21001,Fitbit Versa,Smart Watches,24.68,5.01,Free Gift,Get 5% off,23,1532,Central,Online,BU207,Retail Store
548,02-07-2023,21001,Fitbit Versa,Smart Watches,18.4,5.22,Discount,Get 5% off on earbuds,31,1775,West,Online,BU212,Retail Store
549,25-10-2022,19001,Fitbit Versa,Smart Watches,22.27,5.49,BOGOF,Get 5% off on earbuds,20,2795,East,Online,BU209,Retail Store
550,25-07-2022,22001,Samsung Galaxy Watch,Smart Watches,13.86,9.79,Discount,Free subscription,27,2825,South,Catalog,BU203,Retail Store
551,20-02-2022,21001,Apple Watch,Smart Watches,16.14,5.46,Discount,Get 5% off,16,1433,North,In-store,BU207,Retail Store
552,12-12-2022,22001,Apple Watch,Smart Watches,12.82,6.17,Free Gift,Get 5% off,40,2137,Central,Online,BU208,Retail Store
553,10-12-2022,22001,Fitbit Versa,Smart Watches,20.59,6.18,Free Gift,Get 5% off on earbuds,37,1411,North,Online,BU204,Retail Store
554,22-08-2022,21001,Apple Watch,Smart Watches,12.07,7.11,Free Gift,Get 5% off on earbuds,17,1856,West,Online,BU205,Retail Store
555,10-12-2023,22001,Apple Watch,Smart Watches,23.3,8.31,Discount,Get 5% off on earbuds,48,1428,East,Catalog,BU201,Retail Store
556,20-04-2023,22001,Samsung Galaxy Watch,Smart Watches,24.09,7.44,Free Gift,Free subscription,41,2710,East,In-store,BU217,Retail Store
557,18-09-2022,20001,Samsung Galaxy Watch,Smart Watches,17.88,6.93,Discount,Free subscription,48,2006,East,Catalog,BU215,Retail Store
558,08-12-2023,22001,Fitbit Versa,Smart Watches,10.02,5.22,Discount,Get 5% off on earbuds,39,2099,East,Online,BU217,Retail Store
559,13-07-2022,21001,Fitbit Versa,Smart Watches,22.34,5.12,Bonus Buy,Free subscription,19,1981,Central,Online,BU215,DistributionCenter
560,15-10-2022,19001,Samsung Galaxy Watch,Smart Watches,24.28,7.31,Bonus Buy,Free subscription,51,1814,Central,In-store,BU201,Retail Store
561,20-07-2023,19001,Apple Watch,Smart Watches,18.7,5.01,Free Gift,Free subscription,35,1919,Central,In-store,BU201,DistributionCenter
562,26-08-2023,19001,Fitbit Versa,Smart Watches,13.04,5.94,Discount,Get 5% off,16,2357,North,Catalog,BU205,Retail Store
563,29-07-2022,20001,Samsung Galaxy Watch,Smart Watches,21.81,6.32,Free Gift,Get 5% off on earbuds,38,2608,Central,In-store,BU205,DistributionCenter
564,15-01-2023,21001,Samsung Galaxy Watch,Smart Watches,11.67,7.62,BOGOF,Get 5% off,60,2985,North,Catalog,BU204,Retail Store
565,20-02-2022,21001,Samsung Galaxy Watch,Smart Watches,15.88,6.45,Bonus Buy,Get 5% off on earbuds,50,1974,East,Online,BU219,DistributionCenter
566,16-06-2022,20001,Samsung Galaxy Watch,Smart Watches,10.24,8.58,Bonus Buy,Free subscription,44,1516,South,In-store,BU209,Retail Store
567,31-05-2022,19001,Samsung Galaxy Watch,Smart Watches,23.04,6.08,Discount,Get 5% off on earbuds,46,2025,Central,Catalog,BU206,DistributionCenter
568,19-09-2022,21001,Apple Watch,Smart Watches,22.86,6.41,Free Gift,Get 5% off,54,1606,South,In-store,BU204,Retail Store
569,21-05-2022,22001,Samsung Galaxy Watch,Smart Watches,14.81,6.97,Discount,Get 5% off on earbuds,31,1211,South,In-store,BU204,DistributionCenter
570,08-03-2022,22001,Samsung Galaxy Watch,Smart Watches,11.75,5.66,Discount,Free subscription,19,1370,North,In-store,BU206,DistributionCenter
571,29-12-2022,19001,Apple Watch,Smart Watches,14.29,7.12,Free Gift,Get 5% off on earbuds,41,1457,South,Catalog,BU200,DistributionCenter
572,03-12-2023,19001,Fitbit Versa,Smart Watches,19.19,6.8,Free Gift,Get 5% off,43,2750,West,Online,BU205,DistributionCenter
573,23-08-2022,19001,Fitbit Versa,Smart Watches,21.78,7.15,Free Gift,Get 5% off,45,2345,North,Online,BU202,DistributionCenter
574,08-09-2023,20001,Fitbit Versa,Smart Watches,12.07,6.38,Discount,Get 5% off on earbuds,36,2540,North,Online,BU212,DistributionCenter
575,12-04-2022,21001,Samsung Galaxy Watch,Smart Watches,17.71,6.58,Bonus Buy,Free subscription,37,2017,North,Online,BU217,Retail Store
576,08-08-2022,21001,Samsung Galaxy Watch,Smart Watches,10.52,9.53,Bonus Buy,Get 5% off,47,2066,West,Online,BU203,DistributionCenter
577,25-10-2023,19001,Apple Watch,Smart Watches,24.43,8.76,Bonus Buy,Free subscription,30,1247,South,Online,BU211,DistributionCenter
578,28-04-2022,19001,Fitbit Versa,Smart Watches,24.61,7.9,Discount,Get 5% off,53,2034,North,Online,BU209,Retail Store
579,11-03-2023,19001,Fitbit Versa,Smart Watches,14.96,5.94,Discount,Free subscription,48,1554,South,Catalog,BU208,DistributionCenter
580,21-04-2023,22001,Samsung Galaxy Watch,Smart Watches,15.14,7.55,Bonus Buy,Free subscription,43,1520,East,In-store,BU218,Retail Store
581,31-05-2023,20001,Fitbit Versa,Smart Watches,15.91,6.15,Free Gift,Get 5% off,25,1490,West,Online,BU219,Retail Store
582,23-11-2023,21001,Apple Watch,Smart Watches,10.24,9.45,Bonus Buy,Get 5% off on earbuds,22,2351,West,In-store,BU204,Retail Store
583,19-11-2023,22001,Samsung Galaxy Watch,Smart Watches,13.6,9.55,BOGOF,Free subscription,26,2018,North,Catalog,BU206,Retail Store
584,08-12-2022,22001,Samsung Galaxy Watch,Smart Watches,21.02,8.46,Free Gift,Free subscription,11,1428,East,Catalog,BU201,DistributionCenter
585,15-02-2022,22001,Fitbit Versa,Smart Watches,11.23,9.31,Bonus Buy,Free subscription,40,2165,Central,Online,BU212,Retail Store
586,14-06-2022,19001,Apple Watch,Smart Watches,11.95,6.99,Free Gift,Get 5% off on earbuds,44,1405,West,Online,BU219,Retail Store
